"","peak_id","peak_name","host_contries","alternative_names","height_m","height_ft","location","region","restrictions","climb_status","is_open","is_unlisted","is_trekking","trek_year","first_asc_yr","first_asc_season","first_asc_date","countries","first_summiters","summiters_notes","lat","long"
"127","GURJ","Gurja Himal","Nepal only","",7193,23599,"Dhaulagiri","Dhaulagiri-Mukut","","Climbed",1,0,0,0,1969,"Autumn","Nov 01","Japan, Nepal","Tomokuni Saeki, Lhakpa Tenzing Sherpa","",28.6741019,83.275664
"128","GURK","Gurkarpo Ri","Nepal & China","",6889,22602,"Jugal","Langtang-Jugal","","Climbed",1,0,0,0,2007,"Autumn","Nov 01","France","Paul Grobel, Pierre-Olivier Dupuy, Marc Kia, Jean Francois Males","",28.2117364,85.7736263
"129","GYAC","Gyachung Kang","Nepal & China","",7861,25791,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1964,"Spring","Apr 10","Japan, Nepal","Yukihiko Kato, Kiyoto Sakaizawa, Pasang Phutar Sherpa (I)","",28.0980314,86.7448435
"130","GYAJ","Gyajikang","Nepal only","Gyaji Khang",7074,23209,"Peri","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1994,"Autumn","Oct 07","Japan, Nepal","Toshisada Hasegawa, Yousuke Kokubo, Osamu Tanabe, Ram Kaji Sivakoti, Pasang Tshering Sherpa, Dambar Bahadur Gurung","",NA,NA
"131","GYLA","Gyala","Nepal & China","",6363,20876,"Manaslu/Mansiri","Manaslu-Ganesh","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",27.37904615,89.933813990078
"132","GYLZ","Gyalzen Peak","Nepal & China","Gyaltsen Peak",6151,20180,"Jugal","Langtang-Jugal","","Climbed",1,0,0,0,2019,"Spring","Apr 09","Nepal","Maya Gurung, Min Bahadur Tamang, Sharmila Thapa, Tul Singh Gurung, Nar Bahadur Astani, Ash Bahadur Gurung, Samir Gurung","Climbed by Japanese in 1961 (then called Gumasi Peak)?",NA,NA
"133","HCHI","Hungchhi","Nepal & China","Hunchhi, Chakung, Gyubanare Kang, Gyuba Tshomotse",7029,23061,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2001","Climbed",1,0,0,0,2003,"Spring","Apr 19","Japan, Nepal","Katsuo Fukuhara, Tadashi Morita, Kanji Shimizu, Durga Rai, Hit Bahadur Tamang, Ram Kaji Tamang, Tul Bahadur Tamang","",NA,NA
"134","HERZ","Herzog Peak","Nepal only","Khangsar Khang West",7555,24787,"Annapurna","Annapurna-Damodar-Peri","Opened in 2014","Climbed",1,0,0,0,0,"All","","","Climbed?","Likely climbed on traverses to ANNE",NA,NA
"135","HIME","Himalchuli East","Nepal only","Himalchuli Main",7893,25896,"Manaslu/Mansiri","Manaslu-Ganesh","","Climbed",1,0,0,0,1960,"Spring","May 24","Japan","Masahiro Harada, Hisashi Tanabe","",NA,NA
"136","HIMJ","Himjung","Nepal only","Nemjung Goth",7092,23268,"Peri","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,20,2012,"Autumn","Oct 12","S Korea","Kim Chang-Ho, An Chi-Young","",NA,NA
"137","HIML","Himlung Himal","Nepal only","",7126,23379,"Peri","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1992,"Spring","Oct 03","Japan, Nepal","Osamu Hanai, Akio Koizumi, Nima Sherpa","Expeditions to Himlung prior to 1992 were probably climbing Nemjung",NA,NA
"138","HIMN","Himalchuli North","Nepal only","",7331,24052,"Manaslu/Mansiri","Manaslu-Ganesh","","Climbed",1,0,0,0,1985,"Autumn","Oct 27","S Korea, Nepal","Lee Jae-Hong, Ang Pasang Sherpa, Jangbu Sherpa, Lhakpa Norbu Sherpa, Pasang Dawa Sherpa","",NA,NA
"139","HIMW","Himalchuli West","Nepal only","",7540,24738,"Manaslu/Mansiri","Manaslu-Ganesh","","Climbed",1,0,0,0,1978,"Spring","May 07","Japan","Yoshio Ogata, Kazuhiro Sugeno","",NA,NA
"140","HIUP","Hiunchuli","Nepal only","Patal Hiunchuli",6434,21109,"Annapurna","Annapurna-Damodar-Peri","","Climbed",0,0,1,1978,1971,"Autumn","Oct 10","USA","Craig Anderson, Peter Cross, Jim Richards, John Skow, Lane Smith","",28.51,83.85
"141","HMLE","Himlung East","Nepal & China","",6932,22743,"Peri","Annapurna-Damodar-Peri","Opened in 2014","Climbed",1,0,0,0,2017,"Spring","May 08","France, Nepal","Paulo Grobel, Isabelle Guillaume, Rajan Lama Bhote, Jangbu Sherpa","",NA,NA
"142","HNKU","Hongku Chuli","Nepal only","Hunku Chuli, Pyramid Peak",6833,22418,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2013?","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"143","HONG","Hongde","Nepal only","Hangde, Hongde Himal",6556,21509,"Mukut/Mustang","Dhaulagiri-Mukut","","Climbed",1,0,0,0,1962,"Spring","May 08","Japan, Nepal","Shijiro Ishizaka, Zenkichi Hirayama, Takashi Miyahara, Ang Dawa Sherpa, Ang Temba Sherpa","",28.843187,83.4967752
"144","HONK","Hongku","Nepal only","Hongku Chuli Nup, Honku, Sura Peak",6764,22192,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2003","Climbed",1,0,0,0,2015,"Autumn","Oct 09","France","Alberto Inurrategi Iriarte, Juan Vallejo Llanos, Miguel Zabalza Azkona","Likely first climbed in the 1980s",NA,NA
"145","HUGO","Hulang Go","Nepal & India","",6687,21939,"Peri","Annapurna-Damodar-Peri","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"146","HUNK","Hunku","Nepal only","",6119,20075,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002, delisted in 2013?","Climbed",0,1,0,0,2012,"Autumn","Nov 11","UK","Nick Bullock, Andy Houseman","",27.5991207,86.9088123
"147","IMJA","Imjatse","Nepal only","Island Peak",6165,20226,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",0,0,1,1978,1956,"Spring","","Switzerland, Nepal","Hansrudolf Von Gunten, 2 unknown Sherpas","1st ascent of SW Summit by UK (Hunt) in 1953. Imjatse may have been climbed in the 1951 or 1952 by members of Shipton's teams",NA,NA
"148","JABR","Jabou Ri","Nepal only","",6166,20230,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,2015,"Autumn","Sep 15","USA","Ryan Waters, Eric Larsen","",NA,NA
"149","JAGD","Jagdula","Nepal only","",5761,18901,"Kanjiroba","Far West-Kanjiroba","","Climbed",1,0,0,0,2013,"Spring","Apr 30","France","Francois Damilano","",NA,NA
"150","JANE","Jannu East","Nepal only","Khumbhakarna East",7460,24475,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Requires Jannu permit","Unclimbed",1,0,0,0,0,"All","","","","",NA,NA
"151","JANK","Janak Chuli","Nepal & China","Janak, Outlier",7041,23100,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2002","Climbed",1,0,0,0,2006,"Spring","May 06","Slovenia","Andrej Stremfelj, Rok Zalokar","",NA,NA
"152","JANU","Jannu","Nepal only","Khumbhakarna",7711,25299,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","","Climbed",1,0,0,0,1962,"Spring","Apr 27","France, Nepal","Rene Desmaison, Paul Keller, Robert Paragot, Gyalzen Mitchung Sherpa","",31.0911756,77.3378327
"153","JARK","Jarkya","Nepal & China","",6473,21237,"Manaslu/Mansiri","Manaslu-Ganesh","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"154","JASG","Jasemba Goth","Nepal only","Dzasampa Kang",6730,22080,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,1964,"Spring","Apr 08","W Germany","Georg Huber, Fritz Stammberger","",NA,NA
"155","JETH","Jethi Bahurani","Nepal only","Jettiborani, Jutibofurani",6850,22474,"Api/Byas Risi/Guras","Far West-Kanjiroba","","Climbed",1,0,0,0,1978,"Spring","Apr 27","Japan","Kazuo Mitsui, Nobuhito Morota, Hideki Yoshida","",29.8806741,81.0393354
"156","JING","Jinjang","Nepal only","Genjang, Gajang, Jijang",6111,20049,"Damodar","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,0,"All","","","Climbed by Japanese in April 1983?","",3.2113057,101.6583226
"157","JOBO","Jobo Rinjang","Nepal only","Jobo Ribjang",6778,22238,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,2009,"Spring","Apr 22","USA","Joe Puryear, David Gottlieb","",28.0434251,86.5664238
"158","JOMS","Jomsom Himal","Nepal only","Jomsang Himal",6335,20784,"Damodar","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,2003,"Autumn","Nov 04","France, Nepal","Hugues De Varax, Yves Exbrayat, Frederique Gaume, Paulo Grobel, Mingma Temba Sherpa","",NA,NA
"159","JONG","Jongsang","Nepal, China & India","Jonsong, Jhinsang",7462,24482,"Jongsang","Kangchenjunga-Janak","","Climbed",1,0,0,0,1930,"Spring","Jun 03","Germany, Austria","Hermann Hoerlin, Erwin Schneider","",27.8665878,88.1669036
"160","JUNC","Junction Peak","Nepal only","",7133,23402,"Dhaulagiri","Dhaulagiri-Mukut","","Unclimbed",0,1,0,0,0,"All","","","Unclimbed","",-33.9738344,18.4158782
"161","JYAC","Jyachhung","Nepal & China","",6338,20794,"Api/Byas Risi/Guras","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"162","KABD","Kabru Dome","India only","",6600,21654,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","","Climbed",0,1,0,0,1982,"Autumn","Sep 24","India","Mahabir Thakur, Tshering Lobsang, K. N. Singh, Gautam Dutta, P. Bhotia, Umeshari Devi","1st ascent claimed by India (Biswas) but not recognized",NA,NA
"163","KABN","Kabru North","Nepal & India","",7338,24075,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","","Climbed",0,1,0,0,1935,"Autumn","Nov 18","UK","C. R. (Reggie) Cooke","Possible ascent by UK & Swiss (W. W. Graham, Emil Boss, Ulrich Kauffman) in 1883 (AJ, 219-228 (2009), Willy Blaser & Glyn Hughes",NA,NA
"164","KABR","Kabru Main","Nepal & India","Kabru Central",7412,24318,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 2014","Climbed",1,0,0,0,1994,"Spring","May 12","India","Dan Singh, 2 unknown members","",NA,NA
"165","KABS","Kabru South","Nepal & India","",7318,24009,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 2003","Climbed",1,0,0,0,1994,"Spring","May 12","India","S. P. Malik, N. Arshad, 11 members","",NA,NA
"166","KAG1","Kagmara I","Nepal only","",5978,19613,"Kanjiroba","Far West-Kanjiroba","","Climbed",1,0,0,0,1962,"Spring","May 23","UK, Nepal","Dorothea Gravina, Denise Evans, Nancy Smith, Pat Wood, Ang Temba Sherpa, Mingma Tsering Sherpa, Pemba Norbu Sherpa","",24.2547409,89.9114574
"167","KAGA","Kanta Gaton","Nepal only","Kangfu Gaton",5910,19390,"Kanjiroba","Far West-Kanjiroba","Opened in 2002","Climbed",1,0,0,0,2009,"Summer","Aug 16","France, Nepal","Jean-Rene Minelli, Abel Minelli, Eienne Minelli, Sarah Minelli, Pemba Jangbu Sherpa","1st official ascent",NA,NA
"168","KAIP","Kaipuchonam","Nepal & China","",6329,20764,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"169","KAKU","Kang Kuru","Nepal only","",6344,20814,"Mukut/Mustang","Dhaulagiri-Mukut","","Climbed",0,1,0,0,2008,"Spring","Apr 16","USA","Peter Athans, Theodore Hessler","",47.4115613,2.9273937
"170","KALI","Kali Himal","Nepal only","Chota Ri, Baruntse North",6985,22917,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,1983,"Spring","Apr 05","Netherlands","Joost Ubblink, Edwin Van Nieuwkerk","",27.8720615,86.9796489
"171","KAN1","Kande Hiunchuli North  I","Nepal only","",6521,21394,"Kanjiroba","Far West-Kanjiroba","","Unclimbed",0,1,0,0,0,"All","","","Unclimbed","",NA,NA
"172","KAN2","Kande Hiunchuli North  II","Nepal only","",6471,21230,"Kanjiroba","Far West-Kanjiroba","","Climbed",0,1,0,0,1980,"Spring","May 03","Switzerland","Daniel Chevallier, Pierre Galland","",NA,NA
"173","KANB","Kangbachen","Nepal only","Kambachen",7902,25925,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","","Climbed",1,0,0,0,1974,"Spring","May 26","Poland","Wojciech Branski, Wieslaw Klaput, Marek Malatynski, Kazimierz Olech, Zbigniew Rubinowski","",NA,NA
"174","KANC","Kangchenjunga Central","Nepal & India","",8473,27799,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","","Climbed",1,0,0,0,1978,"Spring","May 22","Poland","Wojciech Branski, Zygmunt Heinrich, Kazimierz Olech","Illegal ascent",NA,NA
"175","KAND","Kande Hiunchuli","Nepal only","",6627,21742,"Kanjiroba","Far West-Kanjiroba","","Climbed",1,0,0,0,1972,"Autumn","Oct 18","Japan","Toyokazu Hirota, Shigeru Kuwahata","1st ascent claimed (but perhaps climbed 6570m peak)",NA,NA
"176","KANG","Kangchenjunga","Nepal & India","",8586,28169,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","","Climbed",1,0,0,0,1955,"Spring","May 25","UK","George Band, Joe Brown","",27.7011094,88.1483408
"177","KANN","Kangchenjunga North","Nepal & India","",7938,26043,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","Possibly traversed on KANG ascents from north",27.7877856,88.1099862
"178","KANS","Kangchenjunga South","Nepal & India","",8476,27808,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","","Climbed",1,0,0,0,1978,"Spring","May 19","Poland","Eugeniusz Chrobak, Wojciech Wroz","",NA,NA
"179","KANT","Kanti Himal","Nepal & China","Ronglai Kangri, Kaqur Kangri, Kubi Grangri",6850,22474,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2002","Climbed",1,0,0,0,2002,"Autumn","Sep 24","Japan, Nepal","Toyoji Wada, Katsumi Nishida, Atsushi Senda, Hyosuke Tsuboi, Yusuke Ueda, Ang Mingm Sherpa, Karchen Dawa Sherpa, Nga Dorje Sherpa","Ascent was from Tibetan side",29.75565275,82.6986979199196
"180","KAPT","Kaptang","Nepal & China","",5965,19570,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2002","Climbed",1,0,0,0,2009,"Autumn","Jun 09","Japan, Nepal","Tamotsu Ohnishi, Toshitsugi Irizawa, Gombu Sherpa","",1.3561716,34.5833391
"181","KARK","Karko","Nepal only","",6015,19734,"Saipal","Far West-Kanjiroba","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","",28.5687025,95.0570261
"182","KARS","Karsang Kang","Nepal only","Kharsang",6225,20423,"Damodar","Annapurna-Damodar-Peri","Opened in 2014","Climbed",1,0,0,0,2008,"Autumn","Oct 11","France","Paulo Grobel, Mary Cler","",NA,NA
"183","KARY","Karyolung","Nepal only","",6530,21424,"Rolwaling","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1982,"Autumn","Oct 31","Japan, Nepal","Yoshiyuki Inoue, Masatoshi Iwasa, Hiroshi Nishie, Yogendra Thapa, Gita Bdr Joshi, Babu Ram Pun, Gore Tamang, Pemba Tshering Sherpa","",27.7340748,86.6112098
"184","KASI","Kasi Dalpha","Nepal only","",6386,20951,"Kanjiroba","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",29.2833423,82.5527126
"185","KBNE","Kangbachen East","Nepal only","Kambachen East",7780,25525,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"186","KBON","Konabon","Nepal only","Kambon",6570,21555,"Dhaulagiri","Dhaulagiri-Mukut","Opened in 2003","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",28.6599965,83.3048561
"187","KCHN","Kangchung Nup","Nepal only","Khangchung Nup, Kangcho Nup, Cholo",6043,19826,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",0,1,0,0,1953,"Spring","Apr 04","UK, New Zealand","Edmund Hillary, Wilfred Noyce, Charles Wylie","",NA,NA
"188","KCHS","Kangchung Shar","Nepal only","Khangchung, Kangcho Shar, UIAA Peak",6063,19892,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,1984,"Autumn","Nov 01","Yugoslavia","Francek Knez","Ascents reported by Jan Kielkowski: on 1 Nov 1984 by Francek Knez; on 21 Nov 1984 by Trevor Pilling",NA,NA
"189","KGRI","Khangri Shar","Nepal only","",6792,22283,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"190","KGRW","Khangri West","Nepal only","",6658,21844,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",28.0232747,86.8008551
"191","KGUR","Kang Guru","Nepal only","Naurgaon",6981,22904,"Peri","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1955,"Summer","Jul 02","W Germany","Heinz Steinmetz, Fritz Lobbichler, Juergen Wellenkamp","",22.3404981,114.2053968
"192","KHAM","Khamjung","Nepal only","Khumjung, Khamjungar",6759,22175,"Damodar","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,1982,"All","","Japan","Climbed?","Likely climbed in 1982 by Japanese",NA,NA
"193","KHAT","Khatang","Nepal only","",6790,22277,"Rolwaling","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1982,"Autumn","Oct 30","Japan, Nepal","Tatsumi Kawamura, Yoshimi Kitayama, Dorje Sherpa","",27.7573362,86.5957625
"194","KHAY","Khayang","Nepal & China","",6186,20295,"Manaslu/Mansiri","Manaslu-Ganesh","Opened in 2003","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","",NA,NA
"195","KHNG","Khung","Nepal & China","",6024,19764,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",28.19590555,83.0179360897399
"196","KHON","Khongma Tse","Nepal only","Mehra Peak",5798,19022,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",0,0,1,1978,0,"All","","","1st ascent unknown","",NA,NA
"197","KHUM","Khumbutse","Nepal & China","",6639,21781,"Khumbu","Khumbu-Rolwaling-Makalu","","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","1989 Polish Everest team traversed S Smt of Khumbutse (~6400m)",28.0219052,86.872193
"198","KIMS","Kimshung","Nepal only","Kinshung, Tsangbu Ri",6781,22247,"Langtang","Langtang-Jugal","","Unclimbed",0,1,0,0,0,"All","","","","",28.2722575,85.5526252
"199","KIRA","Kirat Chuli","Nepal & India","Tent Peak",7362,24154,"Jongsang","Kangchenjunga-Janak","","Climbed",1,0,0,0,1939,"Summer","May 29","Switzerland, Germany","Ernst Grob, Herbert Paidar, Ludwig Schmaderer","",27.7914626,88.1971372
"200","KJER","Kanjeralwa","Nepal only","Kanchen Ruwa",6612,21693,"Kanjiroba","Far West-Kanjiroba","","Climbed",1,0,0,0,1973,"Spring","Apr 22","Japan, Nepal","Yasuaki Goshima, Koichi Kyogoku, Mingma Tensing Sherpa, Mingma Tsering Sherpa","",29.2371829,82.7897262
"201","KJRN","Kanjiroba North","Nepal only","",6858,22500,"Kanjiroba","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"202","KJRS","Kanjiroba South","Nepal only","",6883,22582,"Kanjiroba","Far West-Kanjiroba","One permit for Kanjiroba's north and south summits","Climbed",1,0,0,0,1970,"Autumn","Nov 07","Japan","Hiroshi Okuda, Ichiryo Sato, Munehiro Sawada","",29.3759672,82.6378812
"203","KNAG","Kang Nagchugo","Nepal & China","Khang Nagchugo",6737,22103,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,2008,"Autumn","Oct 17","USA","Joseph Puryear, David Gottlieb","",NA,NA
"204","KNTE","Kanti Himal East","Nepal & China","",6516,21378,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"205","KOGI","Kogi Khang North","Nepal & China","Kogi Kang North",6275,20587,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"206","KOJI","Kojichuwa Chuli","Nepal & China","",6439,21125,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2003","Climbed",1,0,0,0,2010,"Spring","May 25","Japan","Ken Fujikawa, Yuta Kawamura, Satoshi Kimoto","",NA,NA
"207","KOJS","Kojichuwa South","Nepal & China","",6264,20551,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"208","KOTA","Kotang","Nepal & India","Kokthang, Kothang Kang",6148,20171,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","","Climbed",1,0,0,0,1982,"Autumn","Oct 11","Inida","K. V. Cherian, Nima Tashi Sherpa, Ang Norbu, Ki Kami Sherpa","",NA,NA
"209","KTEG","Kangtega","Nepal only","Kantega, Khangtega, Kang Taiga",6783,22254,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1963,"Spring","Jun 05","New Zealand, USA","David Dornan, Tom Frost, Michael Gill, Jim Wilson","",27.7923233,86.817056
"210","KTOK","Kangtokal","Nepal only","Khang Tokal",6294,20650,"Dhaulagiri","Dhaulagiri-Mukut","Opened in 1997","Climbed",1,0,0,0,1962,"Spring","Jun 06","Japan, Nepal","Zenkichi Hirayama, Ang Temba Sherpa","",NA,NA
"211","KTSU","Kangtsune","Nepal only","Kangchunne, Kanchauni Lekh",6444,21142,"Kanjiroba","Far West-Kanjiroba","","Unclimbed",0,1,0,0,0,"All","","","Unclimbed","",NA,NA
"212","KTUN","Khatung Khang","Nepal only","",6484,21273,"Annapurna","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,1956,"Spring","Apr 12","Switzerland","Arthur Baumgartner, Marguerite Deriaz","",NA,NA
"213","KUML","Kumlung","Nepal only","Kang Kuru?",6355,20850,"Damodar","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,2008,"Autumn","Oct 14","France","Paulo Grobel, Paul Vulin","",NA,NA
"214","KUSU","Kusum Kanguru","Nepal only","Kusum Kang, Lamu",6370,20899,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",0,0,1,1978,1981,"Autumn","Oct 07","New Zealand","Bill Denz","",NA,NA
"215","KWAN","Kwangde","Nepal only","",6186,20295,"Rolwaling","Khumbu-Rolwaling-Makalu","","Climbed",0,0,1,1978,1978,"Autumn","Nov 11","Japan","Takashi Iwahashi, Yoshihisa Ishikawa, Seiji Ogawa","",27.6139809,86.7148073
"216","KYAB","Kyabura","Nepal only","Ghabur, Temachungi",6294,20650,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","",NA,NA
"217","KYAS","Kyashar","Nepal only","Peak 43, Tangnag Tseng",6770,22211,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,2003,"Autumn","Oct 18","UK, Austria, Swiss","Bruce Normand, Sam Broderick, Andreas Frank","",27.7548759,86.8223253
"218","KYAZ","Kyazo Ri","Nepal only","Kyajo Ri",6151,20180,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002 as trekking peak","Climbed",0,0,1,2002,2002,"Autumn","Oct 20","UK, France","Duncan Wilson, Vincent Marche","",NA,NA
"219","KYR1","Kyungka Ri 1","Nepal only","Kyungya Ri 1",6599,21650,"Langtang","Langtang-Jugal","Opened in 2003","Climbed",1,0,0,0,2017,"Autumn","Oc 15","S Korea","Han San-Hum, Oh Chi-Wan","Ascent claimed by Italians in 1963 (Lino Andreotti) by likely on different peak",28.2968281,85.6677275
"220","KYR2","Kyungka Ri 2","Nepal & China","Kyungya Ri 2",6506,21345,"Langtang","Langtang-Jugal","Opened in 2003","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",28.3031784,85.6624294
"221","LAMJ","Lamjung Himal","Nepal only","",6983,22910,"Annapurna","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1974,"Spring","Apr 25","UK","Derrick Chamberlain, Phillip Neame","",28.4895076,84.1886093
"222","LAMP","Lampo","Nepal & China","Langpo Kangri, Ganesh VI",6648,21811,"Ganesh/Shringi","Manaslu-Ganesh","","Unclimbed",0,1,0,0,0,"All","","","Unclimbed","",-0.7596,119.717
"223","LANG","Langtang Lirung","Nepal only","Langtang",7227,23711,"Langtang","Langtang-Jugal","","Climbed",1,0,0,0,1978,"Autumn","Oct 24","Japan, Nepal","Seishi Wada, Pemba Tsering Sherpa","",28.256616,85.5168032
"224","LANR","Langtang Ri","Nepal & China","",7205,23638,"Langtang","Langtang-Jugal","","Climbed",1,0,0,0,1981,"Autumn","Oct 10","Japan, Nepal","Soichi Nasu, Makihiro Wakao, Noboru Yamada, Ang Rinji Sherpa","",28.3823961,85.6839464
"225","LANY","Langtang Yubra","Nepal only","Yubra Himal",6048,19843,"Langtang","Langtang-Jugal","Opened in 2016","Unclimbed",0,0,1,0,2018,"Autumn","Oct 21","Australia, Netherands, Nepal","Karen De Lathouder, Elizabeth Finden, Edith Jankowski, Chris Jones, Warren Townsden, Lhakpa Nuru Sherpa, Mingma Sherpa, Nawang Sherpa, Phurba Sherpa, Sona Sherpa","It is unclear from leader's photo whether the team climbed Langtang Yubra or a ridge between Langtang Yubra and Yubra (6264m)",NA,NA
"226","LARK","Larkya Peak","Nepal only","Granite Peak, Naike Peak",6416,21050,"Manaslu/Mansiri","Manaslu-Ganesh","","Climbed",0,0,1,0,2017,"Autumn","Sep 27","Georgia","Archil Badriashvili, Giorgi Tepnadze, Bakar Gelashvili","",28.6279873,84.5435306
"227","LAS2","Lashar II","Nepal & China","Loshar II",6803,22320,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",26.61306545,60.1980189271957
"228","LASA","Lasa","Nepal & China","",6189,20305,"Api/Byas Risi/Guras","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",64.6863136,97.7453061
"229","LASH","Lashar I","Nepal & China","Loshar I",6842,22448,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2002","Climbed",1,0,0,0,2005,"Autumn","Oct 12","Slovenia","Andrej Stremfelj, Miha Habjan","",26.72771535,60.1797204805773
"230","LCHA","Lachama Chuli","Nepal & China","Kubi Kangri, Kubi Dongdong",6721,22051,"Nalakankar/Chandi/Changla","Far West-Kanjiroba","Opened in 2003","Climbed",1,0,0,0,2007,"Autumn","Sep 14","Japan","Atsushi Senda, Ryouta Fujii, Keizou Ishikawa, Hiroshi Kobayashi, Kouhei Kotani, Naoki Shimozato, Yuhki Tani","",NA,NA
"231","LCHN","Lachama North","Nepal & China","",6628,21745,"Nalakankar/Chandi/Changla","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
