"","peak_id","peak_name","host_contries","alternative_names","height_m","height_ft","location","region","restrictions","climb_status","is_open","is_unlisted","is_trekking","trek_year","first_asc_yr","first_asc_season","first_asc_date","countries","first_summiters","summiters_notes","lat","long"
"335","PERH","Peri Himal","Nepal & China","",6296,20656,"Peri","Annapurna-Damodar-Peri","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",28.7426753,84.4363794606874
"336","PERI","Peri","Nepal & China","",6174,20256,"Langtang","Langtang-Jugal","Opened in 2014","Climbed",1,0,0,0,2016,"Autumn","Dec 06","Italy, Nepal","Werner Frei, Pasang Sherpa, Sandesh Sherpa","",42.0049775,8.920963
"337","PETH","Pethangtse","Nepal & China","",6739,22110,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,1954,"Spring","May 26","New Zealand, Nepal","Michael Ball, Norman Hardie, Brian Wilkins, Urkien Sherpa","",27.957236,87.0152042
"338","PHAR","Pharilapcha","Nepal only","",6017,19741,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",0,0,1,2002,2003,"Spring","May 19","Nepal","Dinesh Devkota, Ongchu Sherpa, Namgyal Sherpa, Lhakpa Sherpa","",NA,NA
"339","PHNG","Phungi","Nepal & China","",6524,21404,"Peri","Annapurna-Damodar-Peri","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",36.89142,128.50935
"340","PHNH","Phungi Himal","Nepal only","",6538,21450,"Manaslu/Mansiri","Manaslu-Ganesh","Opened in 2003","Climbed",1,0,0,0,2017,"Autumn","Oct 28","Russia","Yuri Koshelenko, Akeksei Lonchinskiy","",NA,NA
"341","PHOL","Phole","Nepal only","",6645,21801,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",27.6865303,88.0078697
"342","PHUG","Phu Kang Go","Nepal & China","Phu Khang Go, Athahra Saya Khola Himal",6767,22201,"Peri","Annapurna-Damodar-Peri","Opened in 2014","Climbed",1,0,0,0,2011,"Autumn","Oct 27","France, Belgium","Paulo Grobel, Benoit Van Lerberghe","",22.6854791,112.220149
"343","PHUK","Phu Kang","Nepal & China","Phu Khang",6694,21962,"Peri","Annapurna-Damodar-Peri","Opened in 2003","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",27.502232,116.415177
"344","PHUN","Phu Kang North","Nepal & China","Phu Khang North",6580,21588,"Peri","Annapurna-Damodar-Peri","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",22.702697,112.2227508
"345","PHUR","Phurbi Chhyachu","Nepal & China","Phurbi Ghyachu",6637,21775,"Jugal","Langtang-Jugal","","Climbed",1,0,0,0,1982,"Spring","May 01","Japan, Nepal","Shintaro Kurokawa, Fumihito Ogawa, Hiromitsu Okamoto, Takashi Shingaki, Hajime Takigami, Ang Phuri Lama, Pemba Lama Sherpa","",28.1260087,85.8674922
"346","PIMU","Pimu","Nepal only","Pamalka",6344,20814,"Rolwaling","Khumbu-Rolwaling-Makalu","","Climbed",0,1,0,0,1955,"Spring","Apr","UK","Peter Boultbee, Dennis Davis","",1.83870975,21.1110836823298
"347","PISA","Pisang","Nepal only","Jong Ri",6091,19984,"Damodar","Annapurna-Damodar-Peri","","Climbed",0,0,1,1978,1955,"Spring","Jun 10","W Germany","Juergen Wellenkamp","",3.9610848,107.9790697
"348","PK04","Peak 4","Nepal only","Shershon Ri",6736,22100,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2003","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",39.5216376,-106.1213832
"349","PK29","Peak 29","Nepal only","Ngadi Chuli, Dakura, Dr Harka Gurung Chuli",7871,25823,"Manaslu/Mansiri","Manaslu-Ganesh","","Climbed",1,0,0,0,1979,"Spring","May 08","Poland","Ryszard Gajewski, Maciej Pawlikowski","1st ascent claimed by Japan (Sumiyoshi) in 1970 (summiters killed in descent)",40.84262945,-73.0809699975639
"350","PK41","Peak 41","Nepal only","",6648,21811,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,2002,2002,"Autumn","Oct 16","Slovenia","Matic Jost, Urban Golob, Uros Samec","Rumored that two Americans and two Swiss (and possibly others) summited in earlier years",27.7743642,86.9080353
"351","PKAR","Pankar Himal","Nepal & China","",6264,20551,"Manaslu/Mansiri","Manaslu-Ganesh","Opened in 2014","Climbed",1,0,0,0,2018,"Spring","May 08","Japan","Yasuhiro Hanatani, Reo Chikara, Ryosuke Matsuyama, Daijo Saito, Tatsuro Sugimoto, Airi Watanabe","",NA,NA
"352","PLNG","Palung","China only","Palung Ri",7012,23005,"Khumbu","Khumbu-Rolwaling-Makalu","Peak entirely within China","Climbed",0,1,0,0,1952,"Spring","May 13","New Zealand","Edmund Hillary, George Lowe","",27.648982,85.0701319404293
"353","POIN","Pointed Peak","Nepal only","",5850,19193,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",0,1,0,0,1953,"Spring","Apr 01","UK","Wilfred Noyce, Michael Ward, Charles Wylie","",14.8566915,120.1259478
"354","POKA","Pokalde","Nepal only","",5780,18963,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",0,0,1,1978,1953,"Spring","Apr 15","UK","Tom Bourdillon, Wilfred Noyce, Michael Ward","",27.9247682,86.8331902
"355","POKR","Pokharkang","Nepal only","Pokhar Khang",6372,20906,"Damodar","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,2002,"Autumn","Nov 17","UK, Nepal","Richard Scott, Dave Wynne-Jones, Kaji Sherpa","Japanese team led by Koichi Kato climbed NW Smt on Oct 31, 2002 [which they thought was the highest]",NA,NA
"356","POTA","Pota Himal North","Nepal only","Peak Hawley",6182,20282,"Dhaulagiri","Dhaulagiri-Mukut","Opened in 2014","Climbed",1,0,0,0,2008,"Spring","May 09","France","Francois Damilano","",NA,NA
"357","PTHE","Pethangtse East","Nepal & China","",6572,21562,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,2008,"Spring","May 16","UK","Andrew Hughes, Alistair Barnard, Nichcolas Beighton, Chris Fawcett, Daniel Greig-Smith, Benjamin Sherwood","Climbed by British Services Makalu Expedition led by Andrew Hughes",NA,NA
"358","PUCH","Punchen Himal","Nepal & China","Puchen Himal",6049,19846,"Ganesh/Shringi","Manaslu-Ganesh","","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"359","PUMO","Pumori","Nepal & China","",7138,23419,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1962,"Spring","May 17","W Germany, Switzerland","Gerhard Lenser, Ernst Farrer, Ueli Huerlemann, Hans Ruetzel","",28.0160417,86.8273988
"360","PURB","Purbung Himal","Nepal only","Putrung",6500,21325,"Damodar","Annapurna-Damodar-Peri","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"361","PURK","Purkhung","Nepal only","Purkhang, Purkung",6126,20098,"Damodar","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,2004,"Summer","Aug 16","Japan","Yuchiro Ishihara, Satoru Endo, Hirayusu Hatsushiya, Teryuki Iwasaki, Terukai Kubo, Kazuko Takano, Hiroshi Yumoto, Ang Kami, Da Chhemba, Gelu, Lhakpa Tenzi, Pema Tenji, Wongchu Sherpas","",NA,NA
"362","PUTH","Putha Hiunchuli","Nepal only","Dhaulagiri VII",7246,23773,"Dhaulagiri","Dhaulagiri-Mukut","","Climbed",1,0,0,0,1954,"Autumn","Nov 11","UK, Nepal","J. O. M. Roberts, Ang Nyima Sherpa","",28.7482046,83.1462685
"363","PYRM","Pyramid Peak","Nepal & India","Pathibhara Chuli, Pathibhara Khas",7140,23425,"Jongsang","Kangchenjunga-Janak","","Climbed",1,0,0,0,1993,"Spring","Apr 24","Japan, India","Yoshio Ogata, Jot Singh Bhandari, Hiroshi Iwazaki, Phurba Lepcha, Sunder Singh Martolia, Lobsang Sherpa, Nobuhiro Shingo","1st ascent claimed by Swiss (Sutter) in 1949 but reached secondary summit",39.0716572,-106.950112
"364","RAKS","Raksha Urai","Nepal only","Raksha Urai III",6609,21683,"Api/Byas Risi/Guras","Far West-Kanjiroba","","Climbed",1,0,0,0,2003,"Autumn","Oct 15","France, Nepal","Arnaud Clere, Catherine Couland, Gael Faroux, Keshab Raj Gurung","",NA,NA
"365","RAMC","Ramtang Chang","Nepal only","Wedge Peak, Chang Himal",6802,22316,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 2002","Climbed",1,0,0,0,1974,"Autumn","Oct 05","Yugoslavia","Janez Gradisar, Bojan Pollak, Michael Smolej","Illegal ascent",NA,NA
"366","RAMD","Ramdung","Nepal only","Ramdong Go",5900,19357,"Rolwaling","Khumbu-Rolwaling-Makalu","","Climbed",0,0,1,1978,1952,"Autumn","Oct","UK, Nepal","Tom MacKinnon, Dawa Tenzing Sherpa, Mingma Sherpa","",30.7033295,77.7586234
"367","RAMT","Ramtang","Nepal only","",6601,21657,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 1997","Climbed",1,0,0,0,1930,"Spring","May","Austria, UK","Erwin Schneider, Frank Smythe","",NA,NA
"368","RANI","Rani Peak","Nepal only","Lidanda Peak, Himalchuli Northeast",6693,21959,"Manaslu/Mansiri","Manaslu-Ganesh","","Climbed",0,1,0,0,1970,"Spring","May 05","Netherlands, Nepal","Herman Tollenaar, Ang Phurba Sherpa, Mingma Tsering Sherpa, Nima Dorje Sherpa","",63.67903,-19.40535
"369","RATC","Ratna Chuli","Nepal & China","",7035,23081,"Peri","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,1996,"Autumn","Oct 14","Japan, Nepal","Osamu Tanabe, Santa Bahadur Ale, Katsuhiko Sawada, Durge Bahadur Tamang, Tul Bahadur Tamang","",NA,NA
"370","RATH","Rathong","Nepal & India","",6682,21923,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","","Climbed",1,0,0,0,1964,"Autumn","Oct 29","India","H. P. S. Ahluwalia, Ang Kami Sherpa, Dorje Latoo Sherpa, Nawang Gombu Sherpa","",27.5946131,88.0897953
"371","RAUN","Raungsiyar","Nepal only","",6224,20420,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,2015,"Autumn","Oct 04","Nepal","Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa","",NA,NA
"372","RHIM","Rhimbu","Nepal only","",6210,20374,"Ganesh/Shringi","Manaslu-Ganesh","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"373","RIPI","Ripimo Shar","Nepal & China","Khang Karpo, Kang Karpo",6647,21808,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014 (as Khang Karpo)","Climbed",1,0,0,0,1952,"Spring","May 29","UK","Tom Bourdillon, Ray Colledge","",NA,NA
"374","ROCN","Roc Noir","Nepal only","Khangsar Kang, Khang Sar Khang",7485,24557,"Annapurna","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1969,"Spring","May 09","W Germany","Reinhold Obster, Pit Schubert, Karl Winkler","",43.6123408,2.9560569
"375","ROKA","Rokapi","Nepal only","Kapchuli",6468,21220,"Api/Byas Risi/Guras","Far West-Kanjiroba","Opened in 2002","Climbed",1,0,0,0,1977,"Autumn","Oct 10","UK","Thomas Herley, Kelvin McLane","",NA,NA
"376","ROLK","Rolwaling Kang","Nepal only","Rolwaling Khang",6664,21864,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,2016,"Autumn","Oct 19","Japan","Yasuhiro Hanatani, Yuichiro Iida, Maho Ishio, Yohei Kayama, Keisuke Tsunoda, Takuya Yoshikawa","",NA,NA
"377","ROLM","Rolmi","Nepal only","",6056,19869,"Ganesh/Shringi","Manaslu-Ganesh","Opened in 2014","Climbed",1,0,0,0,2017,"Autumn","Oct 01","Nepal","Narendra Shahi, Iman Gurung, Samir Gurung","",NA,NA
"378","ROMA","Roma","Nepal only","",5407,17740,"Saipal","Far West-Kanjiroba","Delisted in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","",41.8933203,12.4829321
"379","SAIE","Saipal East Humla","Nepal only","",6925,22720,"Saipal","Far West-Kanjiroba","","Climbed",1,0,0,0,1990,"Autumn","Oct 26","Switzerland, Nepal","Jacques Montaz, Tendi Sherpa","Saipal East Humla is a subpeak on the NE Ridge of Saipal",NA,NA
"380","SAIP","Saipal","Nepal only","",7030,23064,"Saipal","Far West-Kanjiroba","","Climbed",1,0,0,0,1963,"Autumn","Oct 21","Japan, Nepal","Katsuotoshi Hirabayashi, Pasang Phutar Sherpa (I)","",29.85556255,81.2983408898985
"381","SALD","Saldim","Nepal & China","Peak 5",6374,20912,"Makalu","Khumbu-Rolwaling-Makalu","Opened in 2003","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",27.8225338,87.169512
"382","SALW","Saldim West","Nepal & China","Peak 5, Saldim Ri, Yaphu Ri",6388,20958,"Makalu","Khumbu-Rolwaling-Makalu","Opened in 2003","Climbed",1,0,0,0,2016,"Autumn","Nov 01","Romania","Vlad Capusan, Zolt Torok","",27.824774,87.1567343
"383","SAMD","Samdo","Nepal & China","",6335,20784,"Manaslu/Mansiri","Manaslu-Ganesh","Opened in 2003","Climbed",1,0,0,0,2009,"Autumn","Oct 20","Japan","Yasuke Kuramoto, Yoshitaka Kameoka, Kohei Kotani, Seiya Nakasukasa, Daisuke Nakatsuka, Hiroki Yamamoto","",28.6364017,84.6946649
"384","SANB","Sano Bhrikuti","Nepal only","",6328,20761,"Damodar","Khumbu-Rolwaling-Makalu","","Climbed",0,1,0,0,2017,"Spring","","Switzerland","Erwin Jacomet, et al.","Made ski descent",27.7182444,85.3294861
"385","SANC","Sanctuary Peak","Nepal only","",6207,20364,"Kanjiroba","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",-34.2617,18.8783
"386","SANK","Sano Kailash","Nepal only","",6452,21168,"Damodar","Annapurna-Damodar-Peri","","Climbed",0,1,0,0,2019,"Spring","Apr 28","Austria, Nepal","Wolfgang Drexler, Lawang Tamang","",27.675545,85.3609485
"387","SARI","Saribung","Nepal only","Selibung",6328,20761,"Damodar","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,2003,"Autumn","Oct 15","USA","Jim Frush, Steve Furman","",28.885,84.1719123
"388","SATO","Sat Peak","Nepal only","Sato Peak",6164,20223,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","Possibly climbed by Japanese in 1960s as Nupchu",27.7258952,85.3541032714174
"389","SAUL","Saula","Nepal & China","",6235,20456,"Manaslu/Mansiri","Manaslu-Ganesh","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",46.8518185,23.0755903
"390","SHA2","Shartse II","Nepal & China","Junction Peak",7457,24465,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1974,"Spring","May 23","Austria, W Germany","Kurt Diemburger, Hermann Warth","",27.9496738,86.9833813
"391","SHAL","Shalbachum","Nepal & China","Salbachum, Phrul Rangtshan Ri",6707,22005,"Langtang","Langtang-Jugal","Opened in 2003","Climbed",1,0,0,0,1959,"Autumn","Oct 25","Japan, Nepal","Sadao Hojo, Tetsuro Terahata, Dawa Thondup Sherpa, Pasang Temba Sherpa","",28.2709798,85.6304978
"392","SHAR","Shartse","Nepal & China","Peak 38, Shanti Shikhar",7591,24905,"Khumbu","Khumbu-Rolwaling-Makalu","","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",27.9555911,86.9651449
